Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
1-February-2023,8.00,8.00,7.65,7.69,7.762399607626754950,32622,476,253225.00,26600,81.54,0.35,-0.31
31-January-2023,7.72,7.90,7.55,7.65,7.658065080475857242,22864,431,175094.00,15692,68.63,0.35,-0.07
30-January-2023,7.60,7.79,7.52,7.65,7.663431213448054135,32659,470,250280.00,25651,78.54,0.27,0.05
27-January-2023,7.50,7.75,7.50,7.59,7.591612493707181473,45687,416,346838.00,36785,80.52,0.25,0.09
25-January-2023,7.79,7.79,7.52,7.66,7.690233725307110968,34271,383,263552.00,28425,82.94,0.27,-0.13
24-January-2023,7.67,7.83,7.61,7.69,7.685509303058971933,25368,338,194966.00,23727,93.53,0.22,0.02
23-January-2023,7.95,7.95,7.56,7.67,7.719274226307791836,66467,555,513077.00,54982,82.72,0.39,-0.28
20-January-2023,7.79,7.85,7.69,7.83,7.819770849986677324,18765,274,146738.00,18391,98.01,0.16,0.04
19-January-2023,7.75,7.87,7.74,7.79,7.813778684852406789,20089,327,156971.00,15605,77.68,0.13,0.04
18-January-2023,7.89,7.89,7.65,7.78,7.769502294387575008,48161,423,374187.00,31684,65.79,0.24,-0.11
17-January-2023,7.80,7.99,7.80,7.83,7.851313709252427915,13283,313,104289.00,11043,83.14,0.19,0.03
16-January-2023,7.90,7.98,7.80,7.89,7.868524016436955624,50861,430,400201.00,44108,86.72,0.18,-0.01
13-January-2023,7.95,7.95,7.72,7.85,7.831593974598798857,20314,355,159091.00,14785,72.78,0.23,-0.10
12-January-2023,7.91,7.99,7.70,7.86,7.881808189062929376,36390,377,286819.00,23560,64.74,0.29,-0.05
11-January-2023,7.84,7.94,7.80,7.85,7.851775918435196985,18047,340,141701.00,15797,87.53,0.14,0.01
10-January-2023,7.97,7.97,7.77,7.84,7.876393863621004257,29594,396,233094.00,22733,76.82,0.20,-0.13
9-January-2023,7.81,7.99,7.56,7.82,7.825406045960452633,43037,539,336782.00,34143,79.33,0.43,0.01
6-January-2023,7.74,7.97,7.74,7.90,7.878381424706943192,17744,323,139794.00,14499,81.71,0.23,0.16
5-January-2023,7.95,8.00,7.90,7.94,7.937136331502528685,18389,274,145956.00,15423,83.87,0.10,-0.01
4-January-2023,8.00,8.04,7.90,7.95,7.947449681907809070,53758,391,427239.00,40905,76.09,0.14,-0.05
3-January-2023,8.04,8.04,7.92,7.96,7.959793814432989690,15520,386,123536.00,13833,89.13,0.12,-0.08
2-January-2023,8.05,8.05,7.91,7.99,7.979273994222923677,33581,492,267952.00,28254,84.14,0.14,-0.06
30-December-2022,7.85,7.99,7.85,7.89,7.926286314315715785,28570,413,226454.00,22836,79.93,0.14,0.04
